Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Protein Bowl Coconut Kiss,100.0,413.0,19.0,18.0,26.0,Three Coconut Tree
Coconut Porridge Erdbeere-Vanille,100.0,577.0,44.1,27.8,10.6,Three Coconut Tree
Choco Butter Almond Coconut,100.0,564.0,43.0,29.0,26.0,Three Coconut Tree
Crunchy One - Toffee Coconut,1 Riegel ,191.0,8.7,15.0,16.0,Three Coconut Tree
Whey Protein Chocolate Coconut,100.0,410.0,7.6,8.3,77.0,Three Coconut Tree
Sriracha Coconut Chili Sauce,100.0,199.0,6.2,33.0,2.1,Three Coconut Tree
Refreshing Coconut Dark,100.0,529.0,31.0,55.0,4.4,Three Coconut Tree
Almond Coconut Spread,100.0,661.0,58.0,13.0,20.0,Three Coconut Tree
Coconut Ginger Cookies,100.0,625.0,41.4,48.1,9.4,Three Coconut Tree
Organic Coconut Flour ,100.0,389.0,17.0,26.0,18.0,Three Coconut Tree
Chicken Coconut Lemon ,100.0,162.0,7.7,16.0,5.8,Three Coconut Tree
Coconut Milk & Cocoa,100.0,40.0,2.5,3.5,1.0,Three Coconut Tree
Coconut Hot Chocolate,100.0,420.0,12.0,71.7,4.4,Three Coconut Tree
Berry Coconut Choc,100.0,427.0,17.8,51.5,10.2,Three Coconut Tree
Eis Mango Coconut,100.0,83.0,2.7,11.0,0.3,Three Coconut Tree
Coconut Pandan Mochi,1 Stück  ,115.0,0.7,26.5,0.7,Three Coconut Tree
Coconut Choc Original,100.0,563.0,39.0,43.0,6.0,Three Coconut Tree
Organic Coconut Chips,100.0,629.0,56.0,15.0,9.3,Three Coconut Tree
Coconut Milk Light,100.0,91.0,9.0,2.0,0.5,Three Coconut Tree
Coconut Yoghi Mango,100.0,185.0,14.7,11.8,1.0,Three Coconut Tree
Organic Coconut Sugar,100.0,381.0,0.5,92.0,1.8,Three Coconut Tree
King Coconut Water,100.0,30.0,0.0,7.2,0.2,Three Coconut Tree
Noodles Coconut & Lemongrass,100.0,87.0,1.8,13.5,3.0,Three Coconut Tree
Chicken Coconut Chili,1 Portion ,596.0,30.8,56.0,23.8,Three Coconut Tree
Coconut Body Cookies,100.0,430.0,16.0,73.0,6.4,Three Coconut Tree
Coconut Milk Powder ,100.0,688.0,60.0,28.0,9.0,Three Coconut Tree
Coconut Flat White,1 Portion ,45.0,1.8,6.3,0.6,Three Coconut Tree
Reisriegel Coconut Cocoa,100.0,413.0,19.0,49.0,5.4,Three Coconut Tree
Protein Coconut & Nuts ,100.0,496.0,30.6,22.9,25.7,Three Coconut Tree
Kitkat Delicious Coconut ,100.0,526.0,27.7,62.4,6.1,Three Coconut Tree
Coconut Mango Nilk,100.0,57.0,2.3,8.5,0.3,Three Coconut Tree
Peanut Butter Coconut,100.0,599.0,47.0,16.0,24.0,Three Coconut Tree
Coconut Whipping Cream,100.0,292.0,30.0,4.0,1.4,Three Coconut Tree
Dark Chocolate Coconut,100.0,406.0,20.0,33.0,32.0,Three Coconut Tree
Choco & Coconut Cream,100.0,582.0,38.1,56.3,2.8,Three Coconut Tree
Oat Choco Coconut,1 Riegel ,195.0,10.3,18.8,3.2,Three Coconut Tree
Merci Coconut Collection,1 Riegel ,76.0,5.52,5.39,0.98,Three Coconut Tree
Magnum Double Coconut ,1 Eis ,239.0,15.0,23.0,2.8,Three Coconut Tree
Protein Bar Coconut ,2 Riegel ,290.0,14.0,22.0,20.0,Three Coconut Tree
Mango Coconut Ice,100.0,75.0,1.9,13.0,0.2,Three Coconut Tree
Vanille Coconut Ice,100.0,83.0,2.4,13.0,0.2,Three Coconut Tree
Coconut Chips Cacao ,100.0,617.0,52.0,26.0,6.3,Three Coconut Tree
Organic Coconut Milk,100.0,172.0,17.0,3.0,1.6,Three Coconut Tree
Impact Whey Coconut ,100.0,409.0,7.3,5.4,80.0,Three Coconut Tree
Eis Schoko Coconut,100.0,111.0,4.0,13.0,1.3,Three Coconut Tree
Coconut Milk Light,100.0,106.0,9.1,4.3,1.6,Three Coconut Tree
Coconut Porridge,100.0,577.0,44.1,27.8,10.6,Three Coconut Tree
Coconut Milk,100.0,183.0,18.0,1.3,1.6,Three Coconut Tree
Coconut Cinnamon,100.0,611.0,50.0,24.0,12.0,Three Coconut Tree
Creamed Coconut,100.0,689.0,68.0,5.3,6.0,Three Coconut Tree
Lifebar Coconut,100.0,419.0,23.0,44.0,7.0,Three Coconut Tree
Coconut Collection,100.0,606.0,44.2,43.1,7.8,Three Coconut Tree
Toffifee Coconut,100.0,524.0,29.9,58.5,5.4,Three Coconut Tree
Coco Coconut,100г,407.0,30.0,7.9,6.9,Three Coconut Tree
Coconut Chocolate,100.0,137.0,8.1,14.0,1.9,Three Coconut Tree
Protein Coconut,1 Becher  ,256.0,1.8,22.0,35.0,Three Coconut Tree
Chocolate Coconut,100.0,435.0,31.0,37.3,8.8,Three Coconut Tree
Coconut Water,100.0,12.0,0.1,3.2,0.1,Three Coconut Tree
Classic Coconut,100.0,80.0,2.2,12.2,2.4,Three Coconut Tree
Coconut & Lemon,100.0,113.0,5.5,15.1,0.7,Three Coconut Tree
Coconut Clouds,100.0,533.0,30.0,60.0,3.9,Three Coconut Tree
Coconut Milk ,100.0,25.0,2.1,1.1,0.0,Three Coconut Tree
Coconut Cookies,100.0,498.0,25.5,57.8,6.8,Three Coconut Tree
Coconut Water,100.0,15.0,0.5,2.9,0.5,Three Coconut Tree
Coconut Chips ,100.0,670.0,65.0,7.4,6.7,Three Coconut Tree
Coconut Juice,100.0,30.0,0.0,7.6,0.0,Three Coconut Tree
Coconut Latte,1 Tasse,78.0,2.0,13.2,1.6,Three Coconut Tree
Coconut Water,100.0,21.0,0.1,5.0,0.1,Three Coconut Tree
Crazy Coconut,1 Flasche ,500.0,23.0,35.0,34.0,Three Coconut Tree
Bueno Coconut,100.0,592.0,41.6,44.3,9.0,Three Coconut Tree
Crazy Coconut,100.0,100.0,4.5,7.3,6.8,Three Coconut Tree
Barista Coconut,100.0,33.0,1.4,3.3,1.5,Three Coconut Tree
Coconut Water,100.0,20.0,0.0,4.9,0.0,Three Coconut Tree
Toffifee Coconut ,1 Stück ,43.0,2.5,4.9,0.4,Three Coconut Tree
Coconut Milk,100.0,164.0,17.0,1.7,1.0,Three Coconut Tree
Coconut Crush,100.0,580.0,46.7,22.3,11.0,Three Coconut Tree
Coconut Crossbar,1 Riegel ,117.0,7.0,8.4,5.9,Three Coconut Tree
Lion Coconut,100.0,502.0,24.4,63.6,6.5,Three Coconut Tree
Chocolate Coconut,1 Portion ,154.0,7.4,18.7,1.4,Three Coconut Tree
Protein Coconut,100.0,73.0,0.5,6.3,10.0,Three Coconut Tree
Coconut Vanilla ,100.0,138.0,10.7,9.8,0.8,Three Coconut Tree
Delicious Coconut ,100.0,526.0,27.7,62.4,6.1,Three Coconut Tree
Coconut Cream,100.0,215.0,21.0,4.8,1.6,Three Coconut Tree
Coconut Cream,100.0,220.0,23.0,3.0,2.0,Three Coconut Tree
Vanilla & Coconut,1 Riegel ,172.0,14.1,6.7,4.0,Three Coconut Tree
Coconut Rings,100.0,458.0,21.0,60.0,4.5,Three Coconut Tree
Thai Coconut,100.0,95.0,5.7,8.2,2.0,Three Coconut Tree
Coconut & Macadamia,1 Riegel ,146.0,11.0,3.3,2.0,Three Coconut Tree
"Three Cents Soda Cherry 0,2 L",1 Portion ,84.0,0.0,20.0,0.0,Three Coconut Tree
Coconut,1 Riegel ,277.0,17.9,24.5,3.2,Three Coconut Tree
Coconut,100.0,396.0,14.0,42.0,34.0,Three Coconut Tree
Coconut,100.0,445.0,25.0,43.0,8.0,Three Coconut Tree
Coconut,100.0,579.0,39.0,53.0,6.0,Three Coconut Tree
Coconut,100.0,553.0,35.8,48.7,6.3,Three Coconut Tree
Coconut,100.0,452.0,21.0,45.0,20.0,Three Coconut Tree
Coconut,100.0,167.0,8.2,16.1,0.2,Three Coconut Tree
"Naturjoghurt 3,5%",100.0,63.0,3.5,3.5,4.3,Thüringer
Hackfleisch,100.0,222.0,17.0,0.5,18.0,Thüringer
Bierschinken,100.0,166.0,11.0,0.5,16.3,Thüringer
Krautrouladen ,100.0,64.0,3.4,4.8,3.5,Thüringer
Wiener Würstchen ,100.0,258.0,22.0,0.2,14.7,Thüringer
"Naturjoghurt 0,1%",100.0,33.0,0.1,3.5,4.4,Thüringer
Naturjoghurt,100.0,45.0,1.5,3.5,4.4,Thüringer
Thüringer Bratwurst mit Apfel-Zwiebel-Gemüse,1 Portion ,832.0,43.14,84.85,23.72,Thüringer
"Original Thüringer Leberwurst ""Hausmacher Art""",100.0,375.0,35.0,2.0,12.5,Thüringer
Thüringer Knackwurst mit Kümmel,100.0,298.0,24.0,1.0,19.0,Thüringer
Klossteig Thüringer Art,100.0,100.0,0.1,22.3,1.6,Thüringer
Original Thüringer Bauernmett,100.0,290.0,26.0,1.0,13.0,Thüringer
Original Thüringer Rostbratwurst,100.0,255.0,22.0,0.7,13.5,Thüringer
Thüringer Schweinefilet Gefüllt,100.0,189.0,11.8,1.2,19.6,Thüringer
Original Thüringer Rostbratwurst,100.0,259.0,22.0,0.6,14.2,Thüringer
Original Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer
Original Thüringer Rostbratwurst,100.0,249.0,21.0,1.0,14.0,Thüringer
Thüringer Pflaumenmus Stückig,100.0,208.0,0.5,48.0,1.7,Thüringer
Original Thüringer Leberwurst,100.0,407.0,39.0,1.0,13.0,Thüringer
Original Thüringer Leberwurst ,100.0,287.0,25.0,2.0,13.0,Thüringer
Kloßteig Thüringer Art,100.0,100.0,0.1,22.3,1.6,Thüringer
Original Thüringer Rostbratwurst,100.0,265.0,22.6,1.0,14.0,Thüringer
Original Thüringer Salami,100.0,375.0,30.0,0.1,26.0,Thüringer
Thüringer Mett Hackepeter ,100.0,216.0,16.0,0.0,18.0,Thüringer
Original Thüringer Frühstückchen,100.0,295.0,23.0,0.5,21.0,Thüringer
XXL Thüringer Jägerschnitzel,1 Scheibe ,326.0,25.0,9.0,15.6,Thüringer
Rosinenstollen Thüringer Rezeptur,100.0,405.0,19.0,50.0,6.5,Thüringer
Original Thüringer Roster,100.0,258.0,22.0,1.0,13.5,Thüringer
Original Thüringer Schinkenspeck ,100.0,211.0,14.0,1.0,20.0,Thüringer
Kloßmasse Thüringer Art,100.0,107.0,0.1,24.4,1.5,Thüringer
Purland Thüringer Rostbratwurst ,100.0,255.0,22.0,0.7,13.5,Thüringer
Mischgemüse Thüringer Art,100.0,35.0,0.5,4.0,3.6,Thüringer
Thüringer Rotwurst,100.0,203.0,15.0,1.0,16.0,Thüringer
Thüringer Pilzpfanne,100.0,33.0,0.8,4.8,1.7,Thüringer
Thüringer Kochsalami,100.0,247.0,20.0,1.0,15.0,Thüringer
Thüringer Leberkäse,100.0,202.0,16.0,1.2,13.3,Thüringer
Thüringer Knackwurst,100.0,298.0,25.0,1.0,20.0,Thüringer
Thüringer Rostbratwurst,100.0,259.0,22.0,1.0,14.0,Thüringer
Thüringer Frühstücksfleisch,1 Scheibe ,41.0,3.0,0.2,3.4,Thüringer
Thüringer Bauernkäse,100.0,365.0,33.0,0.1,16.0,Thüringer
Thüringer Römerbraten,100.0,260.0,22.5,0.8,13.7,Thüringer
Thüringer Schlachtekraut,100.0,52.0,1.9,5.5,1.3,Thüringer
Thüringer Frühstücksfleisch ,100.0,260.0,20.0,1.0,19.0,Thüringer
Thüringer Saftfleisch,100.0,100.0,2.0,1.0,19.0,Thüringer
Thüringer Stifte ,100.0,332.0,27.8,1.1,18.4,Thüringer
Thüringer Knacker,100.0,298.0,24.0,1.0,19.0,Thüringer
Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer
Thüringer Leberkäse,100.0,263.0,22.5,1.0,13.5,Thüringer
Thüringer Knacker,100.0,326.0,27.9,0.9,17.9,Thüringer
Thüringer Leberwurst ,100.0,380.0,36.1,0.9,12.8,Thüringer
Thüringer Bratkartoffelpfanne ,1 Portion ,833.0,61.0,48.5,21.9,Thüringer
Thüringer Kochschinken,1 Scheibe ,21.0,0.5,0.1,4.0,Thüringer
Thüringer Sülzfleischwurst,1 Portion ,29.0,1.7,0.2,3.0,Thüringer
Thüringer Leberkäse,1 Scheibe ,33.0,2.8,0.3,1.7,Thüringer
Thüringer Römerbraten,1 Scheibe ,39.0,3.4,0.1,1.8,Thüringer
Thüringer Salami,100.0,405.0,35.0,1.0,20.9,Thüringer
Thüringer Leberkäse,2 Scheiben ,59.0,4.8,0.3,3.8,Thüringer
Thüringer Kochschinken ,1 Scheibe ,36.0,1.5,0.3,5.4,Thüringer
Thüringer Rostbratwurst,100.0,255.0,22.0,0.7,13.5,Thüringer
Thüringer Jägerschnitzel ,1 Stück ,325.0,27.0,10.8,9.9,Thüringer
Thüringer Bratwurst,100.0,268.0,24.0,1.0,12.0,Thüringer
Thüringer Rostbratwurst ,100.0,278.0,24.0,1.0,14.0,Thüringer
Thüringer Zungenwurst ,100.0,238.0,17.0,1.0,20.0,Thüringer
Thüringer Zungenrotwurst,100.0,261.0,20.0,1.2,19.0,Thüringer
Thüringer Paprikapastete,100.0,206.0,15.4,1.7,15.1,Thüringer
Thüringer Lachsschinken,100.0,119.0,1.8,0.1,25.7,Thüringer
Thüringer Rostbratwurst,100.0,249.0,21.0,1.0,14.0,Thüringer
Thüringer Festtagsrotkohl,100.0,66.0,1.7,9.9,1.2,Thüringer
Thüringer Rostbratwurst,100.0,265.0,22.6,1.0,14.0,Thüringer
Thüringer Rostbratwurst,100.0,249.0,21.0,1.0,14.0,Thüringer
Thüringer Knacker,100.0,319.0,27.6,0.9,17.2,Thüringer
Thüringer Mett,100.0,167.0,9.8,1.3,18.6,Thüringer
Thüringer Mett,100.0,221.0,16.0,0.0,19.0,Thüringer
Thüringer Rostbratwurst,100.0,268.0,23.0,1.4,14.0,Thüringer
Thüringer Knackwurst,1 Portion ,156.0,12.5,0.5,10.0,Thüringer
Thüringer Frühstücksfleisch,100.0,207.0,15.0,1.0,17.0,Thüringer
Thüringer Rostbratwurst,100.0,255.0,22.0,0.7,13.5,Thüringer
Thüringer Leberkäse,100.0,243.0,20.0,2.0,1.0,Thüringer
Thüringer Pflaumenmus,100.0,217.0,0.6,49.0,2.1,Thüringer
Thüringer Rostbratwurst,100.0,280.0,25.0,0.6,13.0,Thüringer
Thüringer Leberkäse,1 Scheibe ,46.0,3.8,0.16,2.7,Thüringer
Thüringer Kochschinken,100.0,113.0,3.5,1.0,19.0,Thüringer
Thüringer Mett,100.0,237.0,19.0,0.0,16.5,Thüringer
Thüringer Meisterknacker,100.0,315.0,25.0,1.0,21.0,Thüringer
Thüringer Salami,100.0,418.0,35.1,1.5,24.0,Thüringer
Thüringer Saftfleisch ,100.0,107.0,3.0,1.0,19.0,Thüringer
Thüringer Rostbrätl,100.0,179.0,11.9,1.1,16.8,Thüringer
Thüringer Klöße,100.0,70.0,2.6,6.8,4.9,Thüringer
Thüringer Sülzfleischwurst,100.0,127.0,6.7,0.4,16.2,Thüringer
Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer
Thüringer Jägerschnitzel,100.0,319.0,25.0,12.0,11.0,Thüringer
Thüringer Zungenrotwurst,100.0,259.0,20.2,0.6,18.7,Thüringer
Thüringer Jägerschnitzel,100.0,282.0,20.0,12.0,13.0,Thüringer
Thüringer Sülzfleischwurst,100.0,130.0,7.0,1.0,15.0,Thüringer
Thüringer Rostbratwurst,100.0,276.0,24.0,1.0,14.0,Thüringer
Thüringer Jägerschnitzel ,1 Stück ,325.0,27.0,10.8,9.9,Thüringer Land
Saure Sahne 20%,100.0,206.0,20.0,3.4,3.1,Thüringer Land
Hausmacher Frikadellen,100.0,260.0,19.0,4.8,17.0,Thüringer Land
Thüringer Jägerschnitzel,100.0,319.0,25.0,12.0,11.0,Thüringer Land
Frische Schokomilch,100.0,94.0,3.9,11.2,3.5,Thüringer Land
Frische Landmilch,100.0,67.0,3.8,4.8,3.3,Thüringer Land
Schlagsahne ,100.0,307.0,32.0,2.6,2.2,Thüringer Land
Buttermilch Dessert Erdbeere,100.0,113.0,4.0,16.2,3.4,Thüringer Land
Frische Fettarme Milch,100.0,47.0,1.5,4.9,3.4,Thüringer Land
Jungschweinebraten Pfeffer,100.0,130.0,4.0,1.0,22.0,Thüringer Land
Original Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer Land
Original Thüringer Rostbratwurst,100.0,249.0,21.0,1.0,14.0,Thüringer Land
Thüringer Pflaumenmus Stückig,100.0,208.0,0.5,48.0,1.7,Thüringer Land
Oberschwäbische Land-Nudeln Dinkel,100.0,354.0,2.1,67.3,13.7,Thüringer Land
Echte Land-Bockwurst (50g),1 Würstchen ,116.0,10.0,0.4,6.0,Thüringer Land
Land-Joghurt Pfirsich-Maracuja,100.0,73.0,0.1,15.2,2.9,Thüringer Land
Original Thüringer Leberwurst,100.0,407.0,39.0,1.0,13.0,Thüringer Land
Original Thüringer Leberwurst ,100.0,287.0,25.0,2.0,13.0,Thüringer Land
Kloßteig Thüringer Art,100.0,100.0,0.1,22.3,1.6,Thüringer Land
Original Thüringer Rostbratwurst,100.0,265.0,22.6,1.0,14.0,Thüringer Land
Frische Fettarme Land Milch,100.0,47.0,1.5,4.9,3.3,Thüringer Land
Echte Land-Bockwurst (30g),1 Würstchen  ,69.0,6.0,0.2,3.6,Thüringer Land
Oberschwäbische Land-Nudeln,100.0,361.0,2.5,70.0,13.0,Thüringer Land
Land Kaffee Zupfkuchen,100.0,321.0,17.6,32.4,7.6,Thüringer Land
Land-Müsli Gartenfrüchte,100.0,387.0,8.4,60.2,12.3,Thüringer Land
Thüringer Rotwurst,100.0,203.0,15.0,1.0,16.0,Thüringer Land
Thüringer Pilzpfanne,100.0,33.0,0.8,4.8,1.7,Thüringer Land
Thüringer Kochsalami,100.0,247.0,20.0,1.0,15.0,Thüringer Land
Thüringer Leberkäse,100.0,202.0,16.0,1.2,13.3,Thüringer Land
Thüringer Knackwurst,100.0,298.0,25.0,1.0,20.0,Thüringer Land
Thüringer Rostbratwurst,100.0,259.0,22.0,1.0,14.0,Thüringer Land
Thüringer Frühstücksfleisch,1 Scheibe ,41.0,3.0,0.2,3.4,Thüringer Land
Thüringer Bauernkäse,100.0,365.0,33.0,0.1,16.0,Thüringer Land
Thüringer Römerbraten,100.0,260.0,22.5,0.8,13.7,Thüringer Land
Thüringer Schlachtekraut,100.0,52.0,1.9,5.5,1.3,Thüringer Land
Thüringer Frühstücksfleisch ,100.0,260.0,20.0,1.0,19.0,Thüringer Land
Thüringer Saftfleisch,100.0,100.0,2.0,1.0,19.0,Thüringer Land
Thüringer Stifte ,100.0,332.0,27.8,1.1,18.4,Thüringer Land
Thüringer Knacker,100.0,298.0,24.0,1.0,19.0,Thüringer Land
Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer Land
Thüringer Römerbraten,1 Scheibe ,39.0,3.4,0.1,1.8,Thüringer Land
Thüringer Salami,100.0,405.0,35.0,1.0,20.9,Thüringer Land
Thüringer Leberkäse,2 Scheiben ,59.0,4.8,0.3,3.8,Thüringer Land
Thüringer Kochschinken ,1 Scheibe ,36.0,1.5,0.3,5.4,Thüringer Land
Thüringer Rostbratwurst,100.0,255.0,22.0,0.7,13.5,Thüringer Land
Thüringer Bratwurst,100.0,268.0,24.0,1.0,12.0,Thüringer Land
Thüringer Rostbratwurst ,100.0,278.0,24.0,1.0,14.0,Thüringer Land
Thüringer Zungenwurst ,100.0,238.0,17.0,1.0,20.0,Thüringer Land
Thüringer Zungenrotwurst,100.0,261.0,20.0,1.2,19.0,Thüringer Land
Thüringer Paprikapastete,100.0,206.0,15.4,1.7,15.1,Thüringer Land
Thüringer Kochschinken,100.0,113.0,3.5,1.0,19.0,Thüringer Land
Thüringer Mett,100.0,237.0,19.0,0.0,16.5,Thüringer Land
Thüringer Meisterknacker,100.0,315.0,25.0,1.0,21.0,Thüringer Land
Thüringer Salami,100.0,418.0,35.1,1.5,24.0,Thüringer Land
Thüringer Saftfleisch ,100.0,107.0,3.0,1.0,19.0,Thüringer Land
Thüringer Rostbrätl,100.0,179.0,11.9,1.1,16.8,Thüringer Land
Thüringer Klöße,100.0,70.0,2.6,6.8,4.9,Thüringer Land
Thüringer Sülzfleischwurst,100.0,127.0,6.7,0.4,16.2,Thüringer Land
Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer Land
Thüringer Zungenrotwurst,100.0,259.0,20.2,0.6,18.7,Thüringer Land
Land Salami,2 Scheiben ,89.0,7.3,0.3,5.5,Thüringer Land
Land Katenrauchwurst ,2 Scheiben ,89.0,7.3,0.4,5.5,Thüringer Land
Land Cervelatwurst,2 Scheiben ,89.0,7.3,0.4,5.5,Thüringer Land
Land Bierwurst,2 Scheiben ,78.0,6.7,0.1,4.4,Thüringer Land
Land Cervelatwurst,2 Scheiben ,89.0,7.3,0.3,5.5,Thüringer Land
Land-Nudeln,100.0,361.0,2.5,70.0,13.0,Thüringer Land
Schlachtekraut mit Schinkenwürfel,100.0,43.0,1.6,3.7,1.7,Thüringer Landgarten
Schlachte Kraut,100.0,60.0,2.1,7.7,1.5,Thüringer Landgarten
Mildes Weinsauerkraut,100.0,32.0,0.8,3.0,1.4,Thüringer Landgarten
Sauerkraut mit Kassler,100.0,59.0,2.7,4.7,2.0,Thüringer Landgarten
Festtags Rotkohl,100.0,69.0,2.1,9.4,1.3,Thüringer Landgarten
Sauerkraut,100.0,27.0,0.5,2.8,1.4,Thüringer Landgarten
Gewürzgurken ,100.0,26.0,0.5,4.9,0.7,Thüringer Landgarten
Sauerkraut mit Debrecziner,100.0,57.0,2.6,5.2,1.9,Thüringer Landgarten
Rote Kidneybohnen,100.0,96.0,0.7,15.2,7.1,Thüringer Landgarten
Kichererbsen,100.0,127.0,2.7,15.0,7.1,Thüringer Landgarten
Bio Sauerkraut,100.0,27.0,0.5,1.7,1.7,Thüringer Landgarten
Scharfe Gürkchen,100.0,47.0,0.5,9.6,0.9,Thüringer Landgarten
Rote Beete,100.0,40.0,0.0,6.9,1.2,Thüringer Landgarten
Apfelmark,100.0,45.0,0.0,10.0,0.4,Thüringer Landgarten
Feine Gürkchen,100.0,46.0,0.5,9.1,0.9,Thüringer Landgarten
Mildes Sauerkraut,100.0,27.0,0.5,1.7,1.7,Thüringer Landgarten
Weisse Bohnen in Tomatensauce ,100.0,90.0,0.5,13.4,5.6,Thüringer Landgarten
Zuckermais,100.0,74.0,1.4,11.6,2.5,Thüringer Landgarten
Bayrisch-Kraut,100.0,77.0,4.3,6.9,0.9,Thüringer Landgarten
Erbsen,100.0,73.0,0.6,9.1,5.4,Thüringer Landgarten
Original Thüringer Roster,100.0,258.0,22.0,1.0,13.5,Thüringer Landgarten
Original Thüringer Schinkenspeck ,100.0,211.0,14.0,1.0,20.0,Thüringer Landgarten
Kloßmasse Thüringer Art,100.0,107.0,0.1,24.4,1.5,Thüringer Landgarten
Purland Thüringer Rostbratwurst ,100.0,255.0,22.0,0.7,13.5,Thüringer Landgarten
Mischgemüse Thüringer Art,100.0,35.0,0.5,4.0,3.6,Thüringer Landgarten
Thüringer Rotwurst,100.0,203.0,15.0,1.0,16.0,Thüringer Landgarten
Thüringer Pilzpfanne,100.0,33.0,0.8,4.8,1.7,Thüringer Landgarten
Thüringer Kochsalami,100.0,247.0,20.0,1.0,15.0,Thüringer Landgarten
Thüringer Leberkäse,100.0,202.0,16.0,1.2,13.3,Thüringer Landgarten
Thüringer Knackwurst,100.0,298.0,25.0,1.0,20.0,Thüringer Landgarten
Thüringer Rostbratwurst,100.0,259.0,22.0,1.0,14.0,Thüringer Landgarten
Thüringer Frühstücksfleisch,1 Scheibe ,41.0,3.0,0.2,3.4,Thüringer Landgarten
Thüringer Bauernkäse,100.0,365.0,33.0,0.1,16.0,Thüringer Landgarten
Thüringer Römerbraten,100.0,260.0,22.5,0.8,13.7,Thüringer Landgarten
Thüringer Schlachtekraut,100.0,52.0,1.9,5.5,1.3,Thüringer Landgarten
Thüringer Frühstücksfleisch ,100.0,260.0,20.0,1.0,19.0,Thüringer Landgarten
Thüringer Saftfleisch,100.0,100.0,2.0,1.0,19.0,Thüringer Landgarten
Thüringer Stifte ,100.0,332.0,27.8,1.1,18.4,Thüringer Landgarten
Thüringer Knacker,100.0,298.0,24.0,1.0,19.0,Thüringer Landgarten
Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer Landgarten
Thüringer Leberkäse,100.0,263.0,22.5,1.0,13.5,Thüringer Landgarten
Thüringer Knacker,100.0,326.0,27.9,0.9,17.9,Thüringer Landgarten
Thüringer Leberwurst ,100.0,380.0,36.1,0.9,12.8,Thüringer Landgarten
Thüringer Bratkartoffelpfanne ,1 Portion ,833.0,61.0,48.5,21.9,Thüringer Landgarten
Thüringer Kochschinken,1 Scheibe ,21.0,0.5,0.1,4.0,Thüringer Landgarten
Thüringer Sülzfleischwurst,1 Portion ,29.0,1.7,0.2,3.0,Thüringer Landgarten
Thüringer Leberkäse,1 Scheibe ,33.0,2.8,0.3,1.7,Thüringer Landgarten
Thüringer Römerbraten,1 Scheibe ,39.0,3.4,0.1,1.8,Thüringer Landgarten
Thüringer Salami,100.0,405.0,35.0,1.0,20.9,Thüringer Landgarten
Thüringer Leberkäse,2 Scheiben ,59.0,4.8,0.3,3.8,Thüringer Landgarten
Thüringer Kochschinken ,1 Scheibe ,36.0,1.5,0.3,5.4,Thüringer Landgarten
Thüringer Rostbratwurst,100.0,255.0,22.0,0.7,13.5,Thüringer Landgarten
Thüringer Jägerschnitzel ,1 Stück ,325.0,27.0,10.8,9.9,Thüringer Landgarten
Thüringer Bratwurst,100.0,268.0,24.0,1.0,12.0,Thüringer Landgarten
Thüringer Rostbratwurst ,100.0,278.0,24.0,1.0,14.0,Thüringer Landgarten
Thüringer Zungenwurst ,100.0,238.0,17.0,1.0,20.0,Thüringer Landgarten
Thüringer Zungenrotwurst,100.0,261.0,20.0,1.2,19.0,Thüringer Landgarten
Thüringer Paprikapastete,100.0,206.0,15.4,1.7,15.1,Thüringer Landgarten
Thüringer Lachsschinken,100.0,119.0,1.8,0.1,25.7,Thüringer Landgarten
Thüringer Rostbratwurst,100.0,249.0,21.0,1.0,14.0,Thüringer Landgarten
Thüringer Festtagsrotkohl,100.0,66.0,1.7,9.9,1.2,Thüringer Landgarten
Thüringer Rostbratwurst,100.0,265.0,22.6,1.0,14.0,Thüringer Landgarten
Thüringer Rostbratwurst,100.0,249.0,21.0,1.0,14.0,Thüringer Landgarten
Thüringer Knacker,100.0,319.0,27.6,0.9,17.2,Thüringer Landgarten
Thüringer Mett,100.0,167.0,9.8,1.3,18.6,Thüringer Landgarten
Thüringer Mett,100.0,221.0,16.0,0.0,19.0,Thüringer Landgarten
Thüringer Rostbratwurst,100.0,268.0,23.0,1.4,14.0,Thüringer Landgarten
Thüringer Knackwurst,1 Portion ,156.0,12.5,0.5,10.0,Thüringer Landgarten
Thüringer Frühstücksfleisch,100.0,207.0,15.0,1.0,17.0,Thüringer Landgarten
Thüringer Rostbratwurst,100.0,255.0,22.0,0.7,13.5,Thüringer Landgarten
Thüringer Leberkäse,100.0,243.0,20.0,2.0,1.0,Thüringer Landgarten
Thüringer Pflaumenmus,100.0,217.0,0.6,49.0,2.1,Thüringer Landgarten
Thüringer Rostbratwurst,100.0,280.0,25.0,0.6,13.0,Thüringer Landgarten
Thüringer Leberkäse,1 Scheibe ,46.0,3.8,0.16,2.7,Thüringer Landgarten
Thüringer Kochschinken,100.0,113.0,3.5,1.0,19.0,Thüringer Landgarten
