Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Thüringer Mett,100.0,237.0,19.0,0.0,16.5,Thüringer Landgarten
Thüringer Meisterknacker,100.0,315.0,25.0,1.0,21.0,Thüringer Landgarten
Thüringer Salami,100.0,418.0,35.1,1.5,24.0,Thüringer Landgarten
Thüringer Saftfleisch ,100.0,107.0,3.0,1.0,19.0,Thüringer Landgarten
Thüringer Rostbrätl,100.0,179.0,11.9,1.1,16.8,Thüringer Landgarten
Mutzbraten,100.0,111.0,3.5,0.5,20.0,Thüringer Landstolz
Feine Käse Sterne,100.0,357.0,29.0,0.1,23.0,Thüringer Landstolz
Filetspitzen-Pastete,100.0,163.0,11.0,0.5,16.0,Thüringer Landstolz
La Provence Pastete,100.0,142.0,8.0,0.5,17.0,Thüringer Landstolz
Schinken-Frischkäse Pastete ,100.0,154.0,10.5,3.0,12.0,Thüringer Landstolz
Putenbrustroulade,100.0,157.0,9.5,0.2,18.0,Thüringer Landstolz
Feine Schinkenknacker,100.0,339.0,25.0,0.4,28.0,Thüringer Landstolz
Römerbraten mit Röstzwiebeln,100.0,309.0,27.0,3.5,13.0,Thüringer Landstolz
Hähnchen-Curry Pastete ,100.0,147.0,9.0,0.5,16.0,Thüringer Landstolz
Thüringer Bratwurst mit Apfel-Zwiebel-Gemüse,1 Portion ,832.0,43.14,84.85,23.72,Thüringer Landstolz
Original Thüringer Jagdwurst,100.0,285.0,25.0,1.0,14.0,Thüringer Landstolz
Original Thüringer Rostbratwurst ,100.0,265.0,22.6,1.0,14.0,Thüringer Landstolz
Klossteig Thüringer Art,100.0,100.0,0.1,22.3,1.6,Thüringer Landstolz
Original Thüringer Bauernmett,100.0,290.0,26.0,1.0,13.0,Thüringer Landstolz
Original Thüringer Rostbratwurst,100.0,255.0,22.0,0.7,13.5,Thüringer Landstolz
Thüringer Schweinefilet Gefüllt,100.0,189.0,11.8,1.2,19.6,Thüringer Landstolz
Original Thüringer Rostbratwurst,100.0,259.0,22.0,0.6,14.2,Thüringer Landstolz
Original Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer Landstolz
Original Thüringer Rostbratwurst,100.0,249.0,21.0,1.0,14.0,Thüringer Landstolz
Thüringer Pflaumenmus Stückig,100.0,208.0,0.5,48.0,1.7,Thüringer Landstolz
Thüringer Frühstücksfleisch,1 Scheibe ,41.0,3.0,0.2,3.4,Thüringer Landstolz
Thüringer Bauernkäse,100.0,365.0,33.0,0.1,16.0,Thüringer Landstolz
Thüringer Römerbraten,100.0,260.0,22.5,0.8,13.7,Thüringer Landstolz
Thüringer Schlachtekraut,100.0,52.0,1.9,5.5,1.3,Thüringer Landstolz
Thüringer Frühstücksfleisch ,100.0,260.0,20.0,1.0,19.0,Thüringer Landstolz
Thüringer Saftfleisch,100.0,100.0,2.0,1.0,19.0,Thüringer Landstolz
Thüringer Stifte ,100.0,332.0,27.8,1.1,18.4,Thüringer Landstolz
Thüringer Knacker,100.0,298.0,24.0,1.0,19.0,Thüringer Landstolz
Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer Landstolz
Thüringer Leberkäse,100.0,263.0,22.5,1.0,13.5,Thüringer Landstolz
Zitronen-Limonade,100.0,33.0,0.1,8.0,0.1,Thüringer Waldquell
Multifrucht ACE,100.0,9.0,0.1,1.8,0.1,Thüringer Waldquell
Maracuja,100.0,23.0,0.1,5.7,0.1,Thüringer Waldquell
Grapefruit Zitrone,100.0,19.0,0.0,4.2,0.0,Thüringer Waldquell
Tonic Water,100.0,15.0,0.1,3.6,0.1,Thüringer Waldquell
Kaktusfeige Kiwi,100.0,19.0,0.1,4.5,0.1,Thüringer Waldquell
Apfelschorle Lieblich ,100.0,28.0,0.1,6.5,0.1,Thüringer Waldquell
Ginger Ale,100.0,39.0,0.0,9.5,0.0,Thüringer Waldquell
Wellness Beauty,100.0,16.0,0.1,3.9,0.1,Thüringer Waldquell
Weisstee Pfirsich ,100.0,17.0,0.1,4.0,0.1,Thüringer Waldquell
Original Thüringer Knacker,100.0,378.0,34.0,1.0,17.0,Thüringer Waldquell
Original Thüringer Rotwurst,100.0,289.0,25.0,1.0,15.0,Thüringer Waldquell
Echte Thüringer Kartoffelpuffer,100.0,85.0,0.8,16.0,2.2,Thüringer Waldquell
Kloßmasse Thüringer Art ,100.0,104.0,0.1,23.0,1.8,Thüringer Waldquell
"Thüringer Naturjoghurt 0,1%",100.0,33.0,0.1,3.5,4.4,Thüringer Waldquell
Original Thüringer Rostbratwurst ,100.0,270.0,24.0,0.4,13.0,Thüringer Waldquell
Original Thüringer Jagdwurst,100.0,285.0,25.0,1.0,14.0,Thüringer Waldquell
Original Thüringer Rostbratwurst ,100.0,265.0,22.6,1.0,14.0,Thüringer Waldquell
Klossteig Thüringer Art,100.0,100.0,0.1,22.3,1.6,Thüringer Waldquell
Original Thüringer Bauernmett,100.0,290.0,26.0,1.0,13.0,Thüringer Waldquell
Original Thüringer Rostbratwurst,100.0,255.0,22.0,0.7,13.5,Thüringer Waldquell
Thüringer Schweinefilet Gefüllt,100.0,189.0,11.8,1.2,19.6,Thüringer Waldquell
Original Thüringer Rostbratwurst,100.0,259.0,22.0,0.6,14.2,Thüringer Waldquell
Original Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer Waldquell
Original Thüringer Rostbratwurst,100.0,249.0,21.0,1.0,14.0,Thüringer Waldquell
Thüringer Pflaumenmus Stückig,100.0,208.0,0.5,48.0,1.7,Thüringer Waldquell
Original Thüringer Leberwurst,100.0,407.0,39.0,1.0,13.0,Thüringer Waldquell
Original Thüringer Leberwurst ,100.0,287.0,25.0,2.0,13.0,Thüringer Waldquell
Kloßteig Thüringer Art,100.0,100.0,0.1,22.3,1.6,Thüringer Waldquell
Original Thüringer Rostbratwurst,100.0,265.0,22.6,1.0,14.0,Thüringer Waldquell
Original Thüringer Salami,100.0,375.0,30.0,0.1,26.0,Thüringer Waldquell
Thüringer Mett Hackepeter ,100.0,216.0,16.0,0.0,18.0,Thüringer Waldquell
Original Thüringer Frühstückchen,100.0,295.0,23.0,0.5,21.0,Thüringer Waldquell
XXL Thüringer Jägerschnitzel,1 Scheibe ,326.0,25.0,9.0,15.6,Thüringer Waldquell
Rosinenstollen Thüringer Rezeptur,100.0,405.0,19.0,50.0,6.5,Thüringer Waldquell
Original Thüringer Roster,100.0,258.0,22.0,1.0,13.5,Thüringer Waldquell
Original Thüringer Schinkenspeck ,100.0,211.0,14.0,1.0,20.0,Thüringer Waldquell
Kloßmasse Thüringer Art,100.0,107.0,0.1,24.4,1.5,Thüringer Waldquell
Purland Thüringer Rostbratwurst ,100.0,255.0,22.0,0.7,13.5,Thüringer Waldquell
Mischgemüse Thüringer Art,100.0,35.0,0.5,4.0,3.6,Thüringer Waldquell
Thüringer Rotwurst,100.0,203.0,15.0,1.0,16.0,Thüringer Waldquell
Thüringer Pilzpfanne,100.0,33.0,0.8,4.8,1.7,Thüringer Waldquell
Thüringer Kochsalami,100.0,247.0,20.0,1.0,15.0,Thüringer Waldquell
Thüringer Leberkäse,100.0,202.0,16.0,1.2,13.3,Thüringer Waldquell
Thüringer Knackwurst,100.0,298.0,25.0,1.0,20.0,Thüringer Waldquell
Thüringer Rostbratwurst,100.0,259.0,22.0,1.0,14.0,Thüringer Waldquell
Thüringer Frühstücksfleisch,1 Scheibe ,41.0,3.0,0.2,3.4,Thüringer Waldquell
Thüringer Bauernkäse,100.0,365.0,33.0,0.1,16.0,Thüringer Waldquell
Thüringer Römerbraten,100.0,260.0,22.5,0.8,13.7,Thüringer Waldquell
Thüringer Schlachtekraut,100.0,52.0,1.9,5.5,1.3,Thüringer Waldquell
Thüringer Frühstücksfleisch ,100.0,260.0,20.0,1.0,19.0,Thüringer Waldquell
Thüringer Saftfleisch,100.0,100.0,2.0,1.0,19.0,Thüringer Waldquell
Thüringer Stifte ,100.0,332.0,27.8,1.1,18.4,Thüringer Waldquell
Thüringer Knacker,100.0,298.0,24.0,1.0,19.0,Thüringer Waldquell
Thüringer Rostbratwurst ,100.0,257.0,22.0,1.0,13.6,Thüringer Waldquell
Thüringer Leberkäse,100.0,263.0,22.5,1.0,13.5,Thüringer Waldquell
Thüringer Knacker,100.0,326.0,27.9,0.9,17.9,Thüringer Waldquell
Thüringer Leberwurst ,100.0,380.0,36.1,0.9,12.8,Thüringer Waldquell
Thüringer Bratkartoffelpfanne ,1 Portion ,833.0,61.0,48.5,21.9,Thüringer Waldquell
Thüringer Kochschinken,1 Scheibe ,21.0,0.5,0.1,4.0,Thüringer Waldquell
Thüringer Sülzfleischwurst,1 Portion ,29.0,1.7,0.2,3.0,Thüringer Waldquell
Thüringer Leberkäse,1 Scheibe ,33.0,2.8,0.3,1.7,Thüringer Waldquell
Thüringer Römerbraten,1 Scheibe ,39.0,3.4,0.1,1.8,Thüringer Waldquell
Thüringer Salami,100.0,405.0,35.0,1.0,20.9,Thüringer Waldquell
Thüringer Leberkäse,2 Scheiben ,59.0,4.8,0.3,3.8,Thüringer Waldquell
Thüringer Kochschinken ,1 Scheibe ,36.0,1.5,0.3,5.4,Thüringer Waldquell
Thüringer Rostbratwurst,100.0,255.0,22.0,0.7,13.5,Thüringer Waldquell
Thüringer Jägerschnitzel ,1 Stück ,325.0,27.0,10.8,9.9,Thüringer Waldquell
Thüringer Bratwurst,100.0,268.0,24.0,1.0,12.0,Thüringer Waldquell
Thüringer Rostbratwurst ,100.0,278.0,24.0,1.0,14.0,Thüringer Waldquell
Thüringer Jägerschnitzel,100.0,282.0,20.0,12.0,13.0,Thüringer Waldquell
Thüringer Sülzfleischwurst,100.0,130.0,7.0,1.0,15.0,Thüringer Waldquell
Thüringer Rostbratwurst,100.0,276.0,24.0,1.0,14.0,Thüringer Waldquell
Thunfisch Salat ,100.0,109.0,5.0,11.7,4.4,Thurländer
Geflügel-Frikadellen-Mais Salat,100.0,117.0,4.7,12.3,5.3,Thurländer
Thurops,100.0,271.0,19.4,3.2,20.8,Thurländer
Hähnchen-Hartkäse Salat,100.0,118.0,5.9,8.3,7.4,Thurländer
Hartkäse-Crouton Salat,100.0,84.0,2.3,13.5,3.1,Thurländer
Pfefferminztee & Brombeere,100.0,18.0,0.1,4.0,0.1,Ti
Grüner Tee & Mango,100.0,18.0,0.1,4.0,0.1,Ti
Rooibos Tee & Pfirsich ,100.0,18.0,0.5,4.0,0.5,Ti
Schwarzer Tee & Heidelbeere Granatapfel,100.0,18.0,0.5,4.0,0.5,Ti
Tic Tac,1 Dragee,2.0,0.0,0.5,0.05,Tic Tac
Fresh Orange,1 Dragee,2.0,0.0,0.47,0.0,Tic Tac
Fresh Orange ,100.0,400.0,0.7,96.7,0.1,Tic Tac
Fresh Mint Weiß,1 Dragee,2.0,0.0,0.49,0.0,Tic Tac
Fruity Mix ,100.0,396.0,0.5,95.5,0.1,Tic Tac
Sweet Mint,100.0,392.0,0.4,96.5,0.1,Tic Tac
Apple Mix,100.0,382.0,0.9,90.4,0.2,Tic Tac
Strawberry Mix,1 Dragee,2.0,0.0,0.46,0.0,Tic Tac
X-Fresh Cherry Menthol,100.0,235.0,0.5,93.2,0.1,Tic Tac
Banana,100.0,375.0,0.4,91.1,0.1,Tic Tac
Emotions Edition ,100.0,388.0,0.5,93.4,0.1,Tic Tac
Buzz Cola,100.0,386.0,0.5,92.5,0.1,Tic Tac
Tic Tac Popcorn,100.0,391.0,0.5,95.7,0.1,Tic Tac
Hähnchen Tic Tac Toe,100.0,201.0,10.0,14.6,12.7,Tic Tac
Fisch-Frikadelle,1 Portion ,73.0,0.3,9.9,7.3,Tiko
Fischburger,1 Burger ,95.0,0.8,14.0,7.4,Tiko
Fischburger ,100.0,154.0,1.1,23.4,11.7,Tiko
Knusper Filet Champignon,100.0,182.0,8.4,16.1,9.8,Tiko
Knusper Filet Käse Kräuter ,100.0,206.0,10.6,16.3,11.0,Tiko
Schlemmerfilet Bordelaise ,100.0,156.0,8.5,9.4,10.0,Tiko
Fischfrikadellen,100.0,172.0,6.3,15.1,13.3,Tiko
Piratenschatz,100.0,192.0,8.4,16.6,11.8,Tiko
Knusper Filet Tomate-Mozzarella,100.0,178.0,7.8,16.3,10.0,Tiko
Knusper-Filet Spinat,100.0,200.0,9.8,16.3,11.0,Tiko
Nasi Goreng Veggie,100.0,108.0,2.7,13.7,6.3,Tiko
Knusper-Filets Honig-Senf,100.0,223.0,12.6,16.6,10.5,Tiko
Knusper-Filets Backteig,100.0,164.0,7.4,12.6,11.6,Tiko
Fischstäbchen,100.0,180.0,7.8,14.7,12.3,Tiko
Geriebener Emmentaler,100.0,382.0,30.0,1.5,28.0,Tilbury
Butterkäse,100.0,317.0,25.0,1.0,23.0,Tilbury
Gouda,100.0,353.0,29.0,0.1,23.0,Tilbury
Ziegenkäse,100.0,368.0,30.4,0.0,22.8,Tilbury
Reibekäse,100.0,248.0,16.0,2.0,27.0,Tilbury
Tilsiter,100.0,347.0,27.0,0.0,26.0,Tilbury
Mozzarella ,100.0,332.0,25.0,0.7,23.0,Tilbury
Gouda Mittelalt,100.0,390.0,32.4,0.0,24.7,Tilbury
Gouda Light,100.0,248.0,16.0,0.1,26.0,Tilbury
Gouda Gerieben,100.0,368.0,30.0,1.5,23.0,Tilbury
Maasdamer,100.0,356.0,28.0,0.0,26.0,Tilbury
Reibekäse Leicht ,100.0,261.0,16.0,2.8,26.4,Tilbury
Edamer,100.0,322.0,24.0,1.5,25.0,Tilbury
Rahmkäse Pfeffer,100.0,386.0,33.7,0.1,20.7,Tilbury
Ziegenkäse Italienische Kräuter ,100.0,365.0,30.6,0.0,22.3,Tilbury
Emmentaler,100.0,399.0,30.0,0.0,28.0,Tilbury
Basmati Reis,100.0,351.0,0.8,77.7,7.8,Tilda
Wholegrain Brown Basmati Rice ,100.0,351.0,2.8,71.2,8.6,Tilda
Pure Basmati,100.0,143.0,1.9,28.2,2.9,Tilda
Lime & Coriander,100.0,133.0,3.0,23.4,2.5,Tilda
Pilau ,100.0,138.0,2.8,25.3,2.4,Tilda
"Basmati Rice Coconut, Chilli & Lemongrass ",100.0,152.0,6.0,21.0,2.4,Tilda
Tomato & BASIL Basmati Rice,100.0,123.0,2.5,22.0,2.1,Tilda
Vegetables & Quinoa Wholegrain Brown Basmati Rice,100.0,116.0,2.8,20.0,2.0,Tilda
Steamed Basmati Rice Sweet Chilli & Lime ,100.0,128.0,2.3,24.0,2.6,Tilda
Super Grains Lime & Herb,100.0,152.0,4.8,22.3,3.6,Tilda
Vegetables & Quinoa,100.0,116.0,2.8,20.0,2.0,Tilda
Toasty Hähnchenbrustfilet,1 Stück ,169.0,6.9,15.0,12.0,Tillman's
Sauerbraten Vom Rind ,100.0,118.0,2.8,2.0,21.0,Tillman's
Rindfleisch,100.0,132.0,6.0,4.0,15.6,Tillman's
XXL Schnitzel,1 Stück ,583.0,30.0,40.0,38.0,Tillman's
Schnitzel Brötchen,100.0,310.0,17.0,27.0,11.0,Tillman's
Toasty Schinkenfleisch,1 Stück ,159.0,6.9,11.0,13.0,Tillman's
Hähnchen-Schnitzel,100.0,220.0,9.6,15.0,18.0,Tillman's
Toasty Southern Fried Chicken,1 Stück ,160.0,6.2,13.2,12.9,Tillman's
Fettreduziertes Rinder-Hackfleisch,100.0,129.0,5.0,0.0,21.0,Tillman's
Puten-Gyros,100.0,159.0,8.0,1.5,20.0,Tillman's
Rinder-Hüftsteak,100.0,109.0,2.2,0.3,21.9,Tillman's
Pulled Pork,100.0,115.0,3.0,2.8,19.0,Tillman's
Entrecote,100.0,142.0,6.0,1.0,21.0,Tillman's
XXL Schnitzel,100.0,233.0,12.0,16.0,15.0,Tillman's
Nackensteak,100.0,233.0,17.0,2.0,18.0,Tillman's
Schweinefilet Spieße,100.0,196.0,9.0,0.0,22.0,Tillman's
Bio-Kochhinterschinken,100.0,115.0,3.0,1.0,21.0,Tillman's
Spare Ribs,100.0,248.0,17.7,3.6,18.1,Tillman's
Minutensteaks ,100.0,107.0,2.5,0.0,21.0,Tillman's
Rinder-Hackfleisch,100.0,234.0,18.0,0.0,18.0,Tillman's
Zwiebelmettwurst Paprika,100.0,172.0,10.0,2.2,18.0,Tillman's
"Frische Vespermettwurst, Mager",100.0,153.0,8.0,1.0,19.0,Tillman's
Hähnchen Innenfilet,100.0,101.0,1.4,1.2,21.0,Tillman's
Delikatess Schweineschnitzel,100.0,185.0,6.4,12.7,18.5,Tillman's
Putenschnitzel,100.0,195.0,6.8,14.4,18.5,Tillman's
Toasty Cereals,1 Stück ,246.0,11.9,25.2,8.4,Tillman's
Jägerschnitzel,100.0,286.0,18.0,15.0,16.0,Tillman's
Black Angus US Burger,100.0,212.0,15.0,1.0,18.0,Tillman's
Kebab-Pfanne,100.0,224.0,16.0,2.0,18.0,Tillman's
XXL Hähnchenschnitte,100.0,257.0,12.0,21.0,16.0,Tillman's
Suppenfleisch ,100.0,158.0,9.0,0.3,19.0,Tillman's
Adana Kebab ,100.0,246.0,18.0,2.7,18.0,Tillman's
Frische Zwiebelmettwurst,100.0,234.0,18.0,1.0,16.7,Tillman's
Hamburger Vom Rind,100.0,257.0,20.0,1.0,18.0,Tillman's
Gourmetschinken,100.0,132.0,4.5,1.0,21.8,Tillman's
Best Chickenburger,100.0,207.0,8.8,14.5,17.2,Tillman's
Hähnchen-Kebab,100.0,108.0,3.0,1.0,19.0,Tillman's
Hackfleisch Gemischt,100.0,234.0,18.0,0.0,18.0,Tillman's
Delikatess Bauernschinken,100.0,115.0,3.0,1.0,21.0,Tillman's
Barbecue Spare Ribs,100.0,232.0,16.3,2.2,18.9,Tillman's
Bio Kasseler,100.0,124.0,4.0,1.0,21.0,Tillman's
Schweinegeschnetzeltes,100.0,104.0,1.3,0.0,23.0,Tillman's
Kasseler Lachs,100.0,133.0,4.0,1.8,22.0,Tillman's
Winter-Steaks,100.0,135.0,5.5,2.0,19.0,Tillman's
Frische Schinken-Zwiebelmettwurst,100.0,235.0,18.0,1.0,17.0,Tillman's
Best Burger,100.0,257.0,20.0,1.0,18.0,Tillman's
Rindersteaks,100.0,142.0,6.0,0.7,21.0,Tillman's
Fleischkäse,100.0,240.0,20.0,1.0,14.0,Tillman's
Mettzwerge,100.0,253.0,20.0,1.0,17.0,Tillman's
Schweine Röllchen,100.0,140.0,6.1,2.2,19.0,Tillman's
Gyros-Pfanne,100.0,118.0,2.6,0.6,23.0,Tillman's
Truthahn Spargelpastete,100.0,185.0,12.5,1.0,17.0,Tillman's
Schinkenspießbraten,100.0,109.0,3.0,0.5,20.0,Tillman's
Crusty Chicken,100.0,106.0,1.5,1.0,22.0,Tillman's
Toasty Veggie,100.0,220.0,9.9,24.0,8.5,Tillman's
Toasty Veggie,1 Portion ,159.0,6.9,11.0,13.0,Tillman's
Gyrosspieß,100.0,221.0,16.0,2.0,17.0,Tillman's
Mini Cordon Bleu,100.0,236.0,13.0,14.2,15.2,Tillman's
Cevapcici,100.0,240.0,19.0,1.0,16.0,Tillman's
Gyros Art,100.0,144.0,6.5,2.0,19.0,Tillman's
Hamburger Vom Rind,1 Stück ,161.0,12.5,0.6,11.3,Tillman's
Chicken Mini Rolls ,100.0,151.0,7.5,4.7,16.0,Tillman's
Putenbrust Kräuter,1 Scheibe,23.0,0.4,0.2,4.6,Tillman's
Delikatess Koch-Hinterschinken,100.0,111.0,3.0,1.0,20.0,Tillman's
Mini Schnitzel,100.0,221.0,11.0,14.0,16.0,Tillman's
Wokfleisch Süss-Sauer,100.0,125.0,4.4,2.0,19.2,Tillman's
Schnitzel Frites,100.0,264.0,15.0,15.0,17.0,Tillman's
Roasted-Beef,100.0,102.0,1.2,1.0,21.7,Tillman's
Steaky,1 Steaky ,94.0,3.5,0.8,14.6,Tillman's
Delikatess Lachsschinken,1 Scheibe ,13.0,0.2,0.3,2.4,Tillman's
Gewürzte Grillsteaks,100.0,199.0,13.6,0.7,18.1,Tillman's
Schweinefleisch in Scheiben nach Gyros Art Gewürzt,100.0,148.0,7.0,2.0,19.0,Tillman's
Schweinefilet Tiefgefroren,100.0,119.0,3.0,0.0,23.0,Tillman's
Crusty Ham,100.0,116.0,4.0,1.0,19.0,Tillman's
Bratwurst Grob,1 Wurst ,191.0,14.4,0.8,14.4,Tillman's
Rinder-Minutensteaks ,100.0,107.0,2.5,0.0,21.0,Tillman's
Beef Bulgur Burger,100.0,172.0,11.0,5.0,13.0,Tillman's
Original Amerikanisches US-Rumpsteak,100.0,203.0,15.0,0.0,17.0,Tillman's
Hähnchen Cevapcici ,100.0,112.0,2.3,2.5,20.0,Tillman's
Kaiserjagdwurst ,2 Scheiben ,42.0,2.8,0.3,3.9,Tillman's
Westfälischer Krustenschinken,100.0,145.0,4.5,0.5,20.0,Tillman's
Delikatess Kasseler,100.0,106.0,2.0,1.0,21.0,Tillman's
Delikatess Schinkenbraten,100.0,116.0,2.0,0.5,24.0,Tillman's
Best Burger 30% Weniger Fett,100.0,209.0,14.0,1.0,19.6,Tillman's
Grillsteaks,100.0,199.0,13.6,0.7,18.1,Tillman's
Bierkutscherschmaus,100.0,102.0,3.3,1.9,15.9,Tillman's
Filetspieße Barbecue,100.0,142.0,5.6,0.9,21.7,Tillman's
Nackensteaks Chili,100.0,186.0,12.0,1.2,18.0,Tillman's
Schnitzeltasche Mexiko,100.0,140.0,1.7,16.2,14.6,Tillman's
Fleischspieße Mariniert,100.0,99.0,2.8,2.3,16.0,Tillman's
Röstzwiebeln,2 Esslöffel ,41.0,3.1,2.8,0.4,Timbu
Salat-Fein Dill-Kräuter,100.0,235.0,2.6,34.7,3.8,Timbu
Salat-Fein Italienische Art,100.0,266.0,2.5,51.5,6.9,Timbu
Salat-Fein Joghurt-Kräuter,100.0,252.0,1.1,51.8,2.2,Timbu
Röstzwiebeln,100.0,597.0,44.0,42.0,6.0,Timbu
Crispy Filets,100.0,239.0,12.0,15.0,15.0,TINDLE
Filet Bites,100.0,273.0,15.0,18.0,14.0,TINDLE
Nuggets,100.0,252.0,14.0,16.0,14.0,TINDLE
Wings,100.0,206.0,8.9,15.0,15.0,TINDLE
Yoghurt Naturell,100.0,69.0,3.4,5.6,4.0,TINE
Gudbrandsdalen,100.0,441.0,28.0,35.0,10.0,TINE
Snøfrisk,100.0,257.0,25.0,2.0,6.0,TINE
Vanille Yoghurt,100.0,84.0,3.1,10.0,3.7,TINE
Jarlsberg,100.0,351.0,27.0,0.0,27.0,TINE
Mager Cottage Cheese ,100.0,79.0,2.0,2.1,13.0,TINE
Snøfrisk mit Pfifferlingen,100.0,239.0,23.0,2.0,6.0,TINE
Fløtemysost,100.0,433.0,26.0,36.0,11.0,TINE
Cottage Cheese,100.0,96.0,4.3,1.5,13.0,TINE
Ekte Geitost,100.0,440.0,27.0,37.0,13.0,TINE
Cultura,100.0,42.0,1.2,4.4,3.3,TINE
Matfløte,100.0,188.0,18.0,3.7,2.9,TINE
Caramore,100.0,458.0,27.0,47.0,9.0,TINE
Graukäse,100.0,139.0,0.8,0.0,33.0,Tirol Milch
Bergkäse,100.0,396.0,32.0,0.1,27.0,Tirol Milch
Tiroler Felsenkeller Käse,100.0,374.0,30.0,0.0,26.0,Tirol Milch
Heumilch Bergkäse,100.0,396.0,32.0,0.0,27.0,Tirol Milch
Bergbauern Natur Joghurt,100.0,67.0,3.6,4.2,4.4,Tirol Milch
Magertopfen ,100.0,67.0,0.2,4.1,12.0,Tirol Milch
Tiroler Adler ,100.0,401.0,33.0,0.1,26.0,Tirol Milch
Feiner Tiroler,100.0,381.0,33.0,0.0,21.0,Tirol Milch
Kakao ,100.0,82.0,3.6,8.7,3.5,Tirol Milch
Kitzbüheler Bergkäse,100.0,396.0,32.0,0.0,27.0,Tirol Milch
Heumilch Almbaron,100.0,386.0,34.0,0.0,20.0,Tirol Milch
Bergbauern Jausenkäse,100.0,340.0,28.0,0.0,23.0,Tirol Milch
Cremiger Alpzirler,100.0,375.0,31.0,0.0,24.0,Tirol Milch
Emmentaler,100.0,395.0,31.0,0.1,29.0,Tirol Milch
Heumilch Gouda,100.0,338.0,26.0,0.0,26.0,Tirol Milch
Urtyroler,100.0,396.0,32.0,0.0,27.0,Tirol Milch
Alpzirler Käse,100.0,375.0,31.0,0.0,24.0,Tirol Milch
3K Eiweiß Shake Vanille-Sahne mit Milch,"1 Portion + 300ml Milch 1,5% ",252.0,5.7,15.3,35.0,Tirol Milch
"Bio-Jogurt Mild aus Entrahmter Milch 0,1%",100.0,46.0,0.1,5.6,5.5,Tirol Milch
Eat-For-Fit-Protein-Shake mit Milch,1 Portion,227.0,5.0,13.0,32.0,Tirol Milch
Milch-Mousse Edelschoko auf Schoko-Sosse,100.0,201.0,9.4,25.0,4.0,Tirol Milch
Free From Laktose Haltbare Fettarme Milch,100.0,47.0,1.5,5.0,3.4,Tirol Milch
"H-Milch - Fettarme 1,5% Fett",100.0,46.0,1.5,4.8,3.4,Tirol Milch
"Entrahmte H-Milch 0,3% Fett",100.0,38.0,0.3,5.1,3.6,Tirol Milch
"Haltbare Fettarme Milch 1,8% Fett",100.0,50.0,1.9,4.8,3.4,Tirol Milch
"Haltbare Fettarme Milch 1,5% Laktosefrei",100.0,48.0,1.5,5.0,3.5,Tirol Milch
"Haltbare Entrahmte Milch 0,1% Fett",100.0,35.0,0.1,5.0,3.4,Tirol Milch
Joghurt Mild aus Entrahmter Milch,100.0,40.0,0.1,5.1,4.1,Tirol Milch
"Laktosefreie H-Milch 1,5% Fett",100.0,47.0,1.5,5.0,3.4,Tirol Milch
"Frische Fettarme Milch 1,5% Fett",100.0,47.0,1.5,4.7,3.6,Tirol Milch
"Entrahmte H-Milch 0,3% Fett",100.0,38.0,0.3,5.1,3.6,Tirol Milch
Milch Jumbo Nuss-Nugat-Creme,1 Riegel ,119.0,7.5,10.6,2.1,Tirol Milch
"Fettarme H-Milch 1,5% Fett",100.0,47.0,1.5,4.9,3.4,Tirol Milch
Frucht Butter Milch Pfirsich Nektarine,100.0,60.0,0.5,10.5,2.7,Tirol Milch
"Bio Frische Weide Milch 1,5%",100.0,47.0,1.5,5.0,3.4,Tirol Milch
Battle Whey Milch mit Honig,100.0,389.0,6.4,8.4,73.2,Tirol Milch
Milch Reis Leicht & Lecker Schoko,100.0,71.0,2.1,10.1,2.8,Tirol Milch
Schoko Drink aus Fettarmer Milch,100.0,64.0,1.8,8.0,3.7,Tirol Milch
Milch Reis High Protein Vanille,1 Becher ,164.0,4.0,18.0,14.0,Tirol Milch
Excellence 45% Cacao Milch Chocolade,100.0,572.0,40.0,41.0,9.1,Tirol Milch
Excellence 65% Cacao Milch Chocolade,100.0,635.0,54.0,24.0,8.9,Tirol Milch
Milch-Haselnuss 50% Weniger Zucker ,100.0,507.0,32.0,40.0,6.9,Tirol Milch
Snack Minis Milch Schoko Schnitten,100.0,508.0,27.0,57.0,7.7,Tirol Milch
"Entrahmte H-Milch 0,1% Fett",100.0,34.0,0.1,4.8,3.4,Tirol Milch
"Laktosefreie H-Milch 0,3% Fett",100.0,38.0,0.3,5.0,3.6,Tirol Milch
"H-Fettarme Milch 1,5% Fett",100.0,47.0,1.5,4.9,3.4,Tirol Milch
Milch Pudding Schokolade mit Keksballs,100.0,149.0,5.5,21.0,3.8,Tirol Milch
"H-Milch Fettarm 1,5% Fett",100.0,47.0,1.5,5.0,3.4,Tirol Milch
"Frische Fettarme Milch 1,5% Fett",100.0,47.0,1.5,4.9,3.4,Tirol Milch
Schoko Drink aus Fettarmer Milch,100.0,62.0,1.4,9.0,3.1,Tirol Milch
Nuss-Nougat & Milch Creme Duo,100.0,564.0,37.0,52.0,5.2,Tirol Milch
Schoko Drink aus Fettarmer Milch,100.0,66.0,1.7,8.8,3.6,Tirol Milch
